#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## alpha: "alpha" in the cutoff power-law model (equation below).
## alpha_low: The lower limit of "alpha" (90% confidence region).
## alpha_hi: The upper limit of "alpha" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## Epeak: "Epeak" in the cutoff power-law model (equation below).
## Epeak_low: The lower limit of "Epeak" (90% confidence region).
## Epeak_hi: The upper limit of "Epeak" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## norm_low: The lower limit of "norm" (90% confidence region). 
## norm_hi: The upper limit of "norm" (90% confidence region).
## chi2: chi^2 from the fitting, reported by XSPEC.
## reduced_chi2: reduced chi^2 reported by XSPEC.
## null_prob: The null probability of the model, reported by XSPEC.
## enrom: The normalization energy in the cutoff power-law model (eaution below). "enorm" is set to 50 keV in all analyses.
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## Note -- Cutoff power-law (CPL) equation: f = norm*((E/enorm)^{alpha})*(exp(-E(2+alpha)/Epeak))
#####################################################################################
#####################################################################################
GRBname | Trig_ID | alpha | alpha_low | alpha_hi | Epeak | Epeak_low | Epeak_hi | norm | norm_low | norm_hi | chi2 | dof | reduced_chi2 | null_prob | enorm | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB150925A   |    656604    | -2.175090e+00 | -2.221330e+00 | -7.134950e-01 | 9.999360e+03 | 2.579730e+00 | 4.373940e+01 | 1.005170e-03 | 7.820550e-04 | 7.433730e-03 | 68.60 | 56 | 1.225 | 1.202953e-01 | 50.0000 | 146.1 | 3.508000 | 149.612000 |  
GRB150915A   |    655721    | -1.921150e+00 | N/A | N/A | 4.860260e+00 | N/A | N/A | 9.682700e-04 | N/A | N/A | 53.52 | 56 | 0.9556 | 5.694957e-01 | 50.0000 | 176 | -63.000000 | 113.000000 |  
GRB150911A   |    655262    | -1.017930e+00 | -1.266520e+00 | -7.542710e-01 | 5.157270e+01 | 4.813190e+01 | 5.571600e+01 | 6.636590e-02 | 4.976740e-02 | 9.024300e-02 | 52.12 | 56 | 0.9307 | 6.225730e-01 | 50.0000 | 10.65 | -1.036000 | 9.612000 |  
GRB150910A   |    655097    | -1.294990e+00 | -1.491680e+00 | -1.069000e+00 | 4.337820e+02 | 0.000000e+00 | 0.000000e+00 | 3.572510e-03 | 3.037650e-03 | 5.584250e-03 | 53.02 | 56 | 0.9468 | 5.884531e-01 | 50.0000 | 151.3 | -3.784000 | 147.560000 |  
GRB150907B   |    654803    | -1.599060e-01 | -1.065280e+00 | 9.933470e-01 | 6.757900e+01 | 5.431690e+01 | 1.136990e+02 | 9.346860e-03 | 0.000000e+00 | 3.624250e-02 | 53.05 | 56 | 0.9474 | 5.871520e-01 | 50.0000 | 66 | -1.476000 | 64.524000 |  
GRB150901A   |    654042    | -1.867300e+00 | N/A | N/A | 5.760020e+00 | N/A | N/A | 1.734380e-03 | N/A | N/A | 48.31 | 56 | 0.8627 | 7.576160e-01 | 50.0000 | 80 | -61.752000 | 18.248000 |  
GRB150831B   |    653978    | -5.218000e-01 | -1.503580e+00 | 8.209540e-01 | 5.073970e+01 | 4.155430e+01 | 6.881800e+01 | 1.076250e-01 | 0.000000e+00 | 5.617960e-01 | 59.69 | 56 | 1.066 | 3.429694e-01 | 50.0000 | 7.424 | -0.584000 | 6.840000 |  
GRB150831A   |    653838    | -7.115880e-01 | -8.605390e-01 | -5.395710e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 2.862360e-02 | 2.626860e-02 | 3.502060e-02 | 46.26 | 56 | 0.8261 | 8.200935e-01 | 50.0000 | 1.052 | -0.032000 | 1.020000 |  
GRB150821A   |    652847    | 6.070630e-01 | -1.256730e+00 | 3.584780e+00 | 4.210530e+01 | 3.317240e+01 | 5.628540e+01 | 1.689540e-02 | 0.000000e+00 | 7.988480e-01 | 56.83 | 56 | 1.015 | 4.437534e-01 | 50.0000 | 156.5 | 174.240000 | 330.744000 |  
GRB150819A   |    652643    | -1.165070e+00 | -2.231910e+00 | 3.385410e-01 | 6.411940e+01 | 3.955210e+01 | 0.000000e+00 | 1.785130e-03 | 0.000000e+00 | 1.273170e-02 | 44.38 | 56 | 0.7925 | 8.687236e-01 | 50.0000 | 59.44 | 14.008000 | 73.448000 |  
GRB150818A   |    652603    | -1.877930e+00 | -1.967040e+00 | -1.613890e+00 | 9.999360e+03 | 1.000010e-02 | 0.000000e+00 | 2.299740e-03 | 2.186530e-03 | 3.104580e-03 | 55.53 | 56 | 0.9916 | 4.925135e-01 | 50.0000 | 201.3 | -25.256000 | 176.020000 |  
GRB150817A   |    652334    | -1.605320e+00 | -1.777810e+00 | -1.425020e+00 | 1.231850e+02 | 8.539970e+01 | 8.045170e+03 | 1.026000e-02 | 8.646700e-03 | 1.241250e-02 | 44.90 | 56 | 0.8018 | 8.561870e-01 | 50.0000 | 75.5 | -16.764000 | 58.732000 |  
GRB150811A   |    651882    | -1.943340e+00 | -2.002690e+00 | -9.394800e-01 | 1.249180e+01 | 9.843690e-01 | 0.000000e+00 | 1.769040e-03 | 1.024780e-03 | 2.053110e-03 | 64.28 | 56 | 1.148 | 2.093103e-01 | 50.0000 | 37.68 | 1.508000 | 39.184000 |  
GRB150801B   |    650977    | -1.798100e+00 | -1.935110e+00 | -1.487200e+00 | 9.999340e+03 | 1.000010e-02 | 0.000000e+00 | 6.900130e-04 | 3.338090e-04 | 1.090690e-03 | 50.28 | 56 | 0.8978 | 6.902938e-01 | 50.0000 | 464.1 | -30.160000 | 433.944000 |  
GRB150728A   |    650617    | -2.079260e+00 | -2.595320e+00 | -9.699550e-01 | 3.741960e+01 | N/A | N/A | 3.256400e-03 | N/A | N/A | 54.31 | 56 | 0.9698 | 5.391695e-01 | 50.0000 | 0.96 | 0.240000 | 1.200000 |  
GRB150727A   |    650530    | -7.771890e-01 | -1.072800e+00 | -4.591970e-01 | 1.945660e+02 | 1.289130e+02 | 7.670640e+02 | 4.804410e-03 | 3.574840e-03 | 6.583990e-03 | 66.79 | 56 | 1.193 | 1.532620e-01 | 50.0000 | 104.6 | -8.696000 | 95.944000 |  
GRB150724A   |    650141    | -1.432130e+00 | -2.078320e+00 | -6.476200e-01 | 4.212520e+01 | 8.019820e+00 | 0.000000e+00 | 1.488170e-03 | 6.422490e-04 | 4.254440e-03 | 67.18 | 56 | 1.200 | 1.455662e-01 | 50.0000 | 326.5 | -1.072000 | 325.420000 |  
GRB150722A   |    649916    | -1.838270e+00 | -2.966590e+00 | -1.492350e+00 | 9.999360e+03 | N/A | N/A | 8.991760e-04 | N/A | N/A | 51.03 | 56 | 0.9112 | 6.630875e-01 | 50.0000 | 72.08 | -26.456000 | 45.624000 |  
GRB150720A   |    649706    | -1.982960e+00 | -1.998760e+00 | -3.271730e-01 | 1.205070e+00 | 5.473920e-01 | 2.716250e+01 | 5.298060e-04 | 7.865750e-05 | 3.237430e-04 | 50.93 | 56 | 0.9094 | 6.667811e-01 | 50.0000 | 305.5 | -182.640000 | 122.868000 |  
GRB150716A   |    649157    | -1.005730e+00 | -1.395370e+00 | -5.765840e-01 | 9.447850e+01 | 7.225300e+01 | 2.088110e+02 | 5.577240e-03 | 3.610750e-03 | 9.006870e-03 | 59.26 | 56 | 1.058 | 3.576634e-01 | 50.0000 | 51.34 | -4.192000 | 47.144000 |  
GRB150711A   |    648601    | -1.482510e+00 | -1.804080e+00 | -1.127920e+00 | 8.979340e+01 | 6.474580e+01 | 0.000000e+00 | 6.204710e-03 | 4.363930e-03 | 9.223760e-03 | 68.82 | 56 | 1.229 | 1.166938e-01 | 50.0000 | 104.3 | -34.060000 | 70.236000 |  
GRB150710B   |  00084694006 | -1.088970e+00 | -1.264080e+00 | -9.066220e-01 | 2.043460e+02 | 1.422030e+02 | 5.099400e+02 | 1.515290e-02 | 1.272230e-02 | 1.817180e-02 | 49.12 | 56 | 0.8771 | 7.309116e-01 | 50.0000 | 33.4 | N/A | N/A |  
GRB150710A   |    648437    | -3.955150e-01 | -8.122970e-01 | 5.853570e-01 | 4.036580e+02 | 0.000000e+00 | 0.000000e+00 | 3.429630e-02 | 2.435220e-02 | 8.517260e-02 | 55.57 | 56 | 0.9923 | 4.911649e-01 | 50.0000 | 0.208 | 0.016000 | 0.224000 |  
GRB150626B   |    646786    | -1.023280e+00 | -1.454340e+00 | -1.409140e-01 | 2.319120e+02 | 0.000000e+00 | 0.000000e+00 | 2.778840e-03 | 0.000000e+00 | 6.565370e-03 | 59.98 | 56 | 1.071 | 3.336318e-01 | 50.0000 | 48 | -15.560000 | 32.440000 |  
GRB150626A   |    646603    | -2.122930e+00 | -2.232080e+00 | -1.608330e+00 | 6.383880e+01 | N/A | N/A | 1.084780e-03 | N/A | N/A | 54.37 | 56 | 0.9709 | 5.366709e-01 | 50.0000 | 121.7 | -6.576000 | 115.152000 |  
GRB150616A   |    644259    | -1.427860e+00 | -1.651480e+00 | -1.192240e+00 | 1.317260e+02 | 9.103050e+01 | 9.999990e+02 | 3.600290e-03 | 2.846200e-03 | 4.612370e-03 | 41.37 | 56 | 0.7388 | 9.279019e-01 | 50.0000 | 753.9 | -48.140000 | 705.776000 |  
GRB150615A   |    643833    | -1.804690e+00 | -2.013030e+00 | -1.074660e+00 | 9.999360e+03 | 1.000030e-02 | 0.000000e+00 | 1.668110e-03 | 9.107500e-04 | 4.158510e-03 | 41.74 | 56 | 0.7454 | 9.218283e-01 | 50.0000 | 39.34 | -2.860000 | 36.480000 |  
GRB150607A   |    642620    | -9.752440e-01 | -1.364400e+00 | -5.468300e-01 | 8.416710e+01 | 6.746480e+01 | 1.411980e+02 | 1.842890e-02 | 1.188760e-02 | 2.989800e-02 | 42.33 | 56 | 0.7559 | 9.115238e-01 | 50.0000 | 28.13 | -0.232000 | 27.900000 |  
GRB150530B   |  00084922008 | -5.823010e-01 | -1.488820e+00 | 5.543030e-01 | 5.858370e+01 | 4.662380e+01 | 1.215030e+02 | 2.467730e-02 | 0.000000e+00 | 1.019340e-01 | 42.38 | 56 | 0.7567 | 9.107068e-01 | 50.0000 | 3 | 0.000000 | 3.000000 |  
GRB150530A   |    642018    | -1.109450e+00 | -1.526900e+00 | -6.380130e-01 | 1.284150e+02 | 8.297730e+01 | 0.000000e+00 | 3.484310e-02 | 2.253510e-02 | 5.712320e-02 | 67.51 | 56 | 1.206 | 1.394467e-01 | 50.0000 | 8.064 | -4.784000 | 3.280000 |  
GRB150527A   |    641698    | -1.407720e+00 | -1.747640e+00 | -9.977120e-01 | 9.123760e+01 | 6.186600e+01 | 0.000000e+00 | 4.042190e-03 | 2.719110e-03 | 6.623850e-03 | 52.55 | 56 | 0.9384 | 6.062838e-01 | 50.0000 | 124 | -111.856000 | 12.176000 |  
GRB150513A   |    640584    | -1.228110e+00 | -1.344170e+00 | -9.549570e-01 | 5.131930e+02 | 0.000000e+00 | 0.000000e+00 | 3.397850e-03 | 3.024370e-03 | 4.484040e-03 | 62.04 | 56 | 1.108 | 2.695750e-01 | 50.0000 | 183.7 | -54.332000 | 129.360000 |  
GRB150430A   |    639433    | -1.034620e+00 | -1.418950e+00 | -5.268650e-01 | 1.587040e+02 | 9.338790e+01 | 0.000000e+00 | 8.282670e-03 | 5.546200e-03 | 1.411190e-02 | 46.58 | 56 | 0.8318 | 8.110386e-01 | 50.0000 | 119.6 | -10.936000 | 108.696000 |  
GRB150428B   |    639278    | -9.645880e-01 | -1.405030e+00 | -4.728850e-01 | 5.829520e+01 | 5.054410e+01 | 7.374220e+01 | 7.031940e-03 | 4.190140e-03 | 1.257710e-02 | 37.31 | 56 | 0.6662 | 9.743002e-01 | 50.0000 | 161.8 | -40.060000 | 121.744000 |  
GRB150428A   |    639275    | -1.210700e+00 | -1.337190e+00 | -8.737420e-01 | 6.023760e+02 | 0.000000e+00 | 0.000000e+00 | 8.817570e-03 | 7.875630e-03 | 1.219730e-02 | 58.35 | 56 | 1.042 | 3.891353e-01 | 50.0000 | 77.58 | -38.984000 | 38.600000 |  
GRB150424A   |    638946    | -1.121940e+00 | -1.324170e+00 | -7.872620e-01 | 9.836710e+02 | 0.000000e+00 | 0.000000e+00 | 1.622750e-03 | 1.420420e-03 | 1.672670e-03 | 62.14 | 56 | 1.110 | 2.668391e-01 | 50.0000 | 95.07 | N/A | N/A |  
GRB150423A   |    638808    | 4.430480e-01 | -6.069010e-01 | 1.847050e+00 | 1.205010e+02 | 8.529620e+01 | 4.400090e+02 | 7.837060e-02 | 2.879930e-02 | 2.742530e-01 | 74.20 | 56 | 1.325 | 5.217618e-02 | 50.0000 | 0.232 | 0.008000 | 0.240000 |  
GRB150413A   |    637899    | -1.484360e+00 | -1.801700e+00 | -9.438960e-01 | 1.284100e+02 | 6.620910e+01 | 0.000000e+00 | 2.072630e-03 | 1.454360e-03 | 3.837690e-03 | 51.55 | 56 | 0.9205 | 6.439987e-01 | 50.0000 | 281 | -73.088000 | 207.956000 |  
GRB150407A   |    637342    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB150403A   |    637044    | -1.097000e+00 | -1.233560e+00 | -9.427870e-01 | 4.446550e+02 | 2.126270e+02 | 0.000000e+00 | 8.320180e-03 | 7.613780e-03 | 9.593330e-03 | 37.88 | 56 | 0.6764 | 9.697680e-01 | 50.0000 | 228.5 | -83.148000 | 145.372000 |  
GRB150402A   |  00636865000 | -1.888720e+00 | N/A | N/A | 1.020780e+01 | N/A | N/A | 3.340490e-03 | N/A | N/A | 53.09 | 56 | 0.9480 | 5.857182e-01 | 50.0000 | 8.07 | 0.000000 | 8.070000 |  
GRB150323C   |    636005    | -3.893700e-02 | -1.718120e+00 | 2.205770e+00 | 4.324960e+01 | 2.839950e+01 | 6.607490e+01 | 9.203190e-03 | 0.000000e+00 | 1.554440e-01 | 64.43 | 56 | 1.150 | 2.056411e-01 | 50.0000 | 189.8 | -23.288000 | 166.472000 |  
GRB150323B   |    635929    | -1.454200e+00 | -1.613570e+00 | -1.101290e+00 | 3.973970e+02 | 0.000000e+00 | 0.000000e+00 | 3.414500e-02 | 3.009770e-02 | 4.949600e-02 | 47.90 | 56 | 0.8553 | 7.709480e-01 | 50.0000 | 10.11 | 1.400000 | 11.506700 |  
GRB150323A   |    635887    | -1.612990e+00 | -1.800440e+00 | -1.319300e+00 | 1.548780e+02 | 7.875420e+01 | 0.000000e+00 | 3.626620e-03 | 3.035050e-03 | 5.039420e-03 | 43.18 | 56 | 0.7711 | 8.951354e-01 | 50.0000 | 192.9 | -1.540000 | 191.408000 |  
GRB150318A   |    635289    | -1.528680e+00 | -2.018300e+00 | -8.952310e-01 | 3.629990e+01 | 4.282840e+00 | 5.039980e+01 | 4.514420e-03 | 2.337340e-03 | 1.061950e-02 | 66.47 | 56 | 1.187 | 1.597806e-01 | 50.0000 | 119.5 | -4.516000 | 115.004000 |  
GRB150317A   |    635148    | -1.509140e+00 | -1.662740e+00 | -1.338160e+00 | 9.999320e+03 | 0.000000e+00 | 0.000000e+00 | 2.797590e-03 | 1.071450e-03 | 1.645910e-03 | 50.82 | 56 | 0.9075 | 6.706324e-01 | 50.0000 | 24.43 | -0.436000 | 23.992000 |  
GRB150314A   |    634795    | -9.983410e-01 | -1.047810e+00 | -9.018150e-01 | 7.646810e+02 | 4.440880e+02 | 0.000000e+00 | 2.212810e-02 | 2.036650e-02 | 2.373470e-02 | 32.55 | 56 | 0.5813 | 9.948799e-01 | 50.0000 | 103.6 | -2.172000 | 101.440000 |  
GRB150309A   |    634200    | -1.046680e+00 | -1.201370e+00 | -8.866110e-01 | 1.562630e+02 | 1.250470e+02 | 2.309780e+02 | 8.256090e-03 | 7.097810e-03 | 9.651210e-03 | 37.85 | 56 | 0.6758 | 9.700394e-01 | 50.0000 | 316.4 | -197.320000 | 119.072000 |  
GRB150302A   |    633237    | -9.342190e-01 | -2.217220e+00 | 1.561630e+00 | 6.035380e+01 | 1.816380e+01 | 0.000000e+00 | 2.538210e-03 | 0.000000e+00 | 7.924790e-02 | 60.18 | 56 | 1.075 | 3.270028e-01 | 50.0000 | 29.38 | -1.144000 | 28.232000 |  
GRB150301B   |    633180    | -1.351100e+00 | -1.503750e+00 | -1.093000e+00 | 3.059100e+02 | 0.000000e+00 | 0.000000e+00 | 9.294790e-03 | 7.181700e-03 | 1.202180e-02 | 76.80 | 56 | 1.371 | 3.395177e-02 | 50.0000 | 24.98 | -0.920000 | 24.056000 |  
GRB150301A   |    632995    | -1.436370e+00 | -1.669730e+00 | -8.135060e-01 | 9.999350e+03 | 0.000000e+00 | 0.000000e+00 | 1.375560e-02 | 3.025220e-03 | 2.770210e-02 | 53.94 | 56 | 0.9632 | 5.533389e-01 | 50.0000 | 0.56 | 0.000000 | 0.560000 |  
GRB150222A   |    632180    | -1.277870e+00 | -1.565870e+00 | -9.692090e-01 | 1.103610e+02 | 7.967290e+01 | 4.112320e+02 | 1.211420e-02 | 8.812340e-03 | 1.705610e-02 | 55.83 | 56 | 0.9970 | 4.811548e-01 | 50.0000 | 28.05 | 0.064000 | 28.112000 |  
GRB150213B   |    631051    | -6.454860e-01 | -1.376460e+00 | 3.029100e-01 | 5.362030e+01 | 4.439660e+01 | 7.866440e+01 | 4.993810e-03 | 1.969270e-03 | 1.741040e-02 | 58.70 | 56 | 1.048 | 3.766406e-01 | 50.0000 | 287 | 4.000000 | 291.000000 |  
GRB150212A   |    630876    | -1.282190e+00 | -1.548150e+00 | -8.508350e-01 | 1.718480e+02 | N/A | N/A | 6.109320e-03 | N/A | N/A | 48.38 | 56 | 0.8640 | 7.553575e-01 | 50.0000 | 19.78 | -0.296000 | 19.480000 |  
GRB150211A   |    630714    | -6.202810e-01 | -8.481180e-01 | -3.801450e-01 | 1.197880e+02 | 1.023360e+02 | 1.523710e+02 | 6.301350e-02 | 5.022960e-02 | 7.992090e-02 | 70.23 | 56 | 1.254 | 9.565443e-02 | 50.0000 | 20.8 | -11.624000 | 9.180000 |  
GRB150206A   |    630019    | -1.160780e+00 | -1.256140e+00 | -9.684700e-01 | 2.753210e+02 | 1.624830e+02 | 0.000000e+00 | 4.386470e-03 | 3.766560e-03 | 5.290840e-03 | 49.56 | 56 | 0.8849 | 7.157514e-01 | 50.0000 | 411.9 | -22.252000 | 389.664000 |  
GRB150204A   |  00084702002 | -1.549120e+00 | -1.709750e+00 | -1.194010e+00 | 3.676070e+02 | 0.000000e+00 | 0.000000e+00 | 5.320230e-03 | 3.893740e-03 | 7.916320e-03 | 46.92 | 56 | 0.8379 | 8.009439e-01 | 50.0000 | 19 | 0.000000 | 19.000000 |  
GRB150203A   |    629578    | -1.611040e+00 | -1.821680e+00 | -1.165850e+00 | 8.961030e+01 | 5.735180e+01 | 0.000000e+00 | 4.407580e-03 | 3.251220e-03 | 7.583270e-03 | 46.71 | 56 | 0.8341 | 8.072900e-01 | 50.0000 | 29.53 | -0.804000 | 28.724000 |  
GRB150202A   |    629547    | -1.469570e+00 | -2.163850e+00 | -1.104560e+00 | 9.999350e+03 | N/A | N/A | 2.316480e-03 | N/A | N/A | 59.46 | 56 | 1.062 | 3.508784e-01 | 50.0000 | 28.29 | -1.600000 | 26.688000 |  
GRB150201A   |    629302    | -9.763360e-01 | -1.881780e+00 | 7.030100e-01 | 2.733860e+01 | 3.787390e-01 | 3.613620e+01 | 1.931820e-02 | 0.000000e+00 | 2.308070e-01 | 49.19 | 56 | 0.8784 | 7.283677e-01 | 50.0000 | 30.03 | 22.592000 | 52.624000 |  
GRB150120B   |    627170    | -2.220790e+00 | N/A | N/A | 1.000000e+04 | N/A | N/A | 2.032420e-03 | N/A | N/A | 46.95 | 56 | 0.8383 | 8.002571e-01 | 50.0000 | 28.18 | -17.636000 | 10.544000 |  
GRB150120A   |    627137    | -1.813670e+00 | -2.043810e+00 | -1.213620e+00 | 9.999360e+03 | N/A | N/A | 1.154260e-02 | N/A | N/A | 47.09 | 56 | 0.8409 | 7.960063e-01 | 50.0000 | 1.356 | -0.404000 | 0.952000 |  
GRB150110B   |    624606    | -1.293840e+00 | -1.836490e+00 | -6.694050e-01 | 5.165400e+01 | 4.026270e+01 | 1.253870e+02 | 9.818220e-03 | 4.958110e-03 | 2.187460e-02 | 46.19 | 56 | 0.8249 | 8.219657e-01 | 50.0000 | 11.71 | -7.940000 | 3.772000 |  
GRB150103A   |    623368    | 3.249510e-02 | -8.580310e-01 | 1.155660e+00 | 5.423770e+01 | 4.578970e+01 | 7.146280e+01 | 1.425520e-02 | 0.000000e+00 | 6.080710e-02 | 54.69 | 56 | 0.9766 | 5.246134e-01 | 50.0000 | 58.62 | 6.056000 | 64.680000 |  
GRB150101B   |  00091964035 | -1.000000e+00 | -0.000000e+00 | -0.000000e+00 | 8.000000e+01 | 0.000000e+00 | 0.000000e+00 | 0.000000e+00 | N/A | N/A | 74.90 | 56 | 1.337 | 4.662137e-02 | 50.0000 | 0.016 | 0.000000 | 0.016000 |  
GRB150101A   |    623158    | -1.000000e+00 | N/A | N/A | 8.000000e+01 | N/A | N/A | 0.000000e+00 | N/A | N/A | 112.41 | 56 | 2.0074 | 1.173343e-05 | 50.0000 | 0.068 | 0.000000 | 0.068000 |  
GRB141229A   |  00085478004 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB141225A   |    622476    | -1.230210e+00 | -3.797370e+00 | -5.576410e-01 | 9.999740e+02 | 0.000000e+00 | 0.000000e+00 | 2.368340e-03 | 1.994150e-03 | 2.542360e-03 | 64.80 | 56 | 1.157 | 1.966935e-01 | 50.0000 | 124.9 | 5.432000 | 130.284000 |  
GRB141221A   |    622006    | -1.255740e+00 | -1.607430e+00 | -8.707280e-01 | 7.283900e+01 | 5.841430e+01 | 1.404200e+02 | 9.203530e-03 | 6.075160e-03 | 1.456390e-02 | 67.42 | 56 | 1.204 | 1.411597e-01 | 50.0000 | 44.44 | -24.112000 | 20.332000 |  
GRB141220A   |    621915    | -6.147020e-01 | -9.809340e-01 | -2.155650e-01 | 1.160980e+02 | 9.321220e+01 | 1.807680e+02 | 6.526790e-02 | 4.526170e-02 | 9.681060e-02 | 53.42 | 56 | 0.9539 | 5.731293e-01 | 50.0000 | 8.204 | -0.908000 | 7.296000 |  
GRB141212B   |    621234    | -1.064500e+00 | -1.403750e+00 | -6.966950e-01 | 1.217040e+02 | 8.580250e+01 | 4.600040e+02 | 1.593670e-02 | 1.096250e-02 | 2.392400e-02 | 43.67 | 56 | 0.7799 | 8.846982e-01 | 50.0000 | 12.2 | -0.060000 | 12.136000 |  
GRB141212A   |    621229    | -1.146210e+00 | -1.579010e+00 | -2.071660e-01 | 9.486480e+01 | N/A | N/A | 3.965500e-02 | N/A | N/A | 58.03 | 56 | 1.036 | 4.003087e-01 | 50.0000 | 0.336 | 0.000000 | 0.336000 |  
GRB141205A   |    620534    | 3.311550e+00 | 1.954230e+00 | -0.000000e+00 | 5.417260e+01 | 4.282920e+01 | 5.864920e+01 | 9.711120e-01 | 0.000000e+00 | 3.428210e+03 | 71.61 | 56 | 1.279 | 7.803917e-02 | 50.0000 | 2.624 | 0.000000 | 2.624000 |  
GRB141130A   |    620090    | -1.294900e+00 | -1.594490e+00 | -9.448100e-01 | 1.290450e+02 | 8.138090e+01 | 0.000000e+00 | 4.886120e-03 | 3.485960e-03 | 7.323990e-03 | 58.78 | 56 | 1.050 | 3.740161e-01 | 50.0000 | 82.76 | -42.748000 | 40.016000 |  
GRB141121A   |    619182    | -1.429060e+00 | -1.905520e+00 | -7.934990e-01 | 7.903960e+01 | 4.804080e+01 | 0.000000e+00 | 1.276250e-03 | 7.890830e-04 | 2.861300e-03 | 63.08 | 56 | 1.126 | 2.403247e-01 | 50.0000 | 552.7 | 110.328000 | 663.040000 |  
GRB141109B   |    618032    | -1.939070e+00 | N/A | N/A | 1.021980e+01 | N/A | N/A | 5.370810e-04 | N/A | N/A | 61.57 | 56 | 1.099 | 2.835166e-01 | 50.0000 | 227.2 | -182.784000 | 44.408000 |  
GRB141109A   |    618024    | -1.456250e+00 | -1.541150e+00 | -1.210120e+00 | 5.120020e+02 | 0.000000e+00 | 0.000000e+00 | 2.313420e-03 | 1.952960e-03 | 3.011290e-03 | 51.76 | 56 | 0.9243 | 6.358710e-01 | 50.0000 | 322.6 | 0.596000 | 323.152000 |  
GRB141102A   |    617316    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB141031B   |    617149    | -1.369120e+00 | -3.696030e+00 | -2.313240e+00 | 9.999360e+03 | N/A | N/A | 1.482930e-03 | N/A | N/A | 54.44 | 56 | 0.9722 | 5.339772e-01 | 50.0000 | 17.26 | 1.048000 | 18.308000 |  
GRB141031A   |    617110    | -1.252370e+00 | -1.476150e+00 | -6.988680e-01 | 9.391470e+02 | 0.000000e+00 | 0.000000e+00 | 4.013400e-04 | 3.456290e-04 | 4.228280e-04 | 56.47 | 56 | 1.008 | 4.573617e-01 | 50.0000 | 910.7 | -18.424000 | 893.576000 |  
GRB141026A   |    616502    | -1.991960e+00 | -0.000000e+00 | -0.000000e+00 | 9.229850e-01 | 5.619450e-01 | 2.397990e+00 | 1.285160e-03 | 1.044400e-03 | 1.554150e-03 | 63.30 | 56 | 1.130 | 2.344792e-01 | 50.0000 | 166.9 | 13.956000 | 180.892000 |  
GRB141022A   |    616061    | -8.118600e-01 | -1.532250e+00 | 6.829850e-01 | 1.283770e+02 | 6.278310e+01 | 0.000000e+00 | 8.669210e-03 | 4.381780e-03 | 4.168620e-02 | 72.69 | 56 | 1.298 | 6.624025e-02 | 50.0000 | 9.556 | -0.384000 | 9.172000 |  
GRB141020A   |    615873    | -1.319290e+00 | -2.083540e+00 | -3.658430e-01 | 5.975100e+01 | N/A | N/A | 5.062340e-03 | N/A | N/A | 67.46 | 56 | 1.205 | 1.404073e-01 | 50.0000 | 18.84 | -7.648000 | 11.192000 |  
GRB141017A   |    615672    | -1.027530e+00 | -1.291140e+00 | -7.471370e-01 | 9.408280e+01 | 7.772740e+01 | 1.356510e+02 | 8.952000e-03 | 6.717580e-03 | 1.215830e-02 | 39.41 | 56 | 0.7037 | 9.546882e-01 | 50.0000 | 66.8 | -1.220000 | 65.576000 |  
GRB141015A   |    615399    | -1.634700e+00 | -2.242560e+00 | 4.593230e-01 | 6.686240e+01 | 2.814360e-02 | 0.000000e+00 | 1.800950e-03 | 0.000000e+00 | 4.343640e-02 | 63.71 | 56 | 1.138 | 2.237137e-01 | 50.0000 | 13 | 0.000000 | 13.000000 |  
GRB141005A   |    614415    | -8.698780e-01 | -1.329560e+00 | -1.385770e-01 | 1.667000e+02 | 0.000000e+00 | 0.000000e+00 | 3.914860e-02 | 2.380110e-02 | 8.541410e-02 | 57.90 | 56 | 1.034 | 4.049723e-01 | 50.0000 | 4.176 | 0.192000 | 4.368000 |  
GRB141004A   |    614390    | -1.479920e+00 | -1.808570e+00 | -1.122350e+00 | 6.436150e+01 | 5.124770e+01 | 1.701490e+02 | 1.855190e-02 | 1.255170e-02 | 2.849320e-02 | 55.68 | 56 | 0.9943 | 4.869173e-01 | 50.0000 | 6.188 | -0.844000 | 5.344000 |  
