#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## alpha: "alpha" in the cutoff power-law model (equation below).
## alpha_low: The lower limit of "alpha" (90% confidence region).
## alpha_hi: The upper limit of "alpha" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## Epeak: "Epeak" in the cutoff power-law model (equation below).
## Epeak_low: The lower limit of "Epeak" (90% confidence region).
## Epeak_hi: The upper limit of "Epeak" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## norm_low: The lower limit of "norm" (90% confidence region). 
## norm_hi: The upper limit of "norm" (90% confidence region).
## chi2: chi^2 from the fitting, reported by XSPEC.
## reduced_chi2: reduced chi^2 reported by XSPEC.
## null_prob: The null probability of the model, reported by XSPEC.
## enrom: The normalization energy in the cutoff power-law model (eaution below). "enorm" is set to 50 keV in all analyses.
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## Note -- Cutoff power-law (CPL) equation: f = norm*((E/enorm)^{alpha})*(exp(-E(2+alpha)/Epeak))
#####################################################################################
#####################################################################################
GRBname | Trig_ID | alpha | alpha_low | alpha_hi | Epeak | Epeak_low | Epeak_hi | norm | norm_low | norm_hi | chi2 | dof | reduced_chi2 | null_prob | enorm | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB090102    |    338895    | -1.237580e+00 | -1.368780e+00 | -9.228660e-01 | 4.437730e+02 | 1.508960e+02 | 0.000000e+00 | 2.134190e-02 | 1.866500e-02 | 2.920890e-02 | 55.90 | 56 | 0.9983 | 4.784851e-01 | 50.0000 | 37.01 | -14.256000 | 22.752000 |  
GRB081230    |    338633    | -1.486880e+00 | -2.075870e+00 | -7.973230e-01 | 5.216410e+01 | 1.211170e+01 | 0.000000e+00 | 2.106170e-03 | 1.013790e-03 | 5.101700e-03 | 41.59 | 56 | 0.7427 | 9.243762e-01 | 50.0000 | 76.86 | -14.432000 | 62.428000 |  
GRB081228    |    338338    | -1.014200e+00 | -2.132450e+00 | 1.657620e+00 | 3.742800e+01 | N/A | N/A | 1.368900e-02 | N/A | N/A | 55.42 | 56 | 0.9897 | 4.966015e-01 | 50.0000 | 3 | -0.128000 | 2.872000 |  
GRB081226A   |    338177    | -1.212630e+00 | -2.817380e+00 | 6.368100e-02 | 2.100550e+02 | 0.000000e+00 | 0.000000e+00 | 2.344810e-02 | 1.552520e-02 | 9.156020e-02 | 69.87 | 56 | 1.248 | 1.006747e-01 | 50.0000 | 0.504 | -0.052000 | 0.452000 |  
GRB081222    |    337914    | -1.198030e+00 | -1.350230e+00 | -1.040580e+00 | 2.178750e+02 | 1.497780e+02 | 5.839890e+02 | 1.030430e-02 | 8.881980e-03 | 1.201190e-02 | 38.29 | 56 | 0.6838 | 9.661298e-01 | 50.0000 | 65 | -1.328000 | 63.672000 |  
GRB081221    |    337889    | -1.298120e+00 | -1.416170e+00 | -1.177200e+00 | 9.038800e+01 | 8.273600e+01 | 1.023240e+02 | 2.916170e-02 | 2.604180e-02 | 3.273940e-02 | 32.71 | 56 | 0.5841 | 9.945452e-01 | 50.0000 | 112.6 | -0.284000 | 112.316000 |  
GRB081211B   |  00090053089 | -1.636960e+00 | -2.438360e+00 | -1.003940e+00 | 9.999240e+03 | N/A | N/A | 6.629540e-04 | N/A | N/A | 52.33 | 56 | 0.9344 | 6.146773e-01 | 50.0000 | 70.4 | 0.000000 | 70.400000 |  
GRB081211A   |    337115    | -1.514120e+00 | -2.085260e+00 | 2.015450e+00 | 2.472190e+01 | N/A | N/A | 1.020230e-02 | N/A | N/A | 65.85 | 56 | 1.176 | 1.726650e-01 | 50.0000 | 3.832 | -1.080000 | 2.752000 |  
GRB081210    |    337073    | -1.376960e+00 | -1.508500e+00 | -1.041800e+00 | 9.999340e+03 | 0.000000e+00 | 0.000000e+00 | 1.229450e-03 | 9.006160e-04 | 1.768680e-03 | 54.53 | 56 | 0.9737 | 5.307610e-01 | 50.0000 | 155.8 | -12.868000 | 142.980000 |  
GRB081203B   |  00336489000 | -1.686620e+00 | -1.828300e+00 | -1.551960e+00 | 9.999360e+03 | 1.000030e-02 | 0.000000e+00 | 2.657640e-03 | 3.539590e-04 | 1.421040e-03 | 51.73 | 56 | 0.9238 | 6.369947e-01 | 50.0000 | 113.2 | 64.400000 | 177.600000 |  
GRB081203A   |    336489    | -1.391950e+00 | -1.481660e+00 | -1.208970e+00 | 9.829470e+02 | 0.000000e+00 | 0.000000e+00 | 1.781520e-03 | 1.669910e-03 | 2.134250e-03 | 51.10 | 56 | 0.9125 | 6.604548e-01 | 50.0000 | 474 | -68.880000 | 405.120000 |  
GRB081128    |    335895    | -9.397240e-01 | -1.340760e+00 | -4.957390e-01 | 4.985550e+01 | 4.450040e+01 | 5.792040e+01 | 6.911170e-03 | 4.196360e-03 | 1.207330e-02 | 51.62 | 56 | 0.9218 | 6.411172e-01 | 50.0000 | 131.6 | -68.980000 | 62.660000 |  
GRB081127    |    335715    | -2.112540e+00 | -2.420510e+00 | -1.396960e+00 | 6.063550e+01 | N/A | N/A | 2.030770e-03 | N/A | N/A | 48.77 | 56 | 0.8709 | 7.425082e-01 | 50.0000 | 19.25 | -10.712000 | 8.536000 |  
GRB081126    |    335647    | -1.060400e+00 | -1.247550e+00 | -8.086960e-01 | 3.662220e+02 | 0.000000e+00 | 0.000000e+00 | 5.048010e-03 | 4.254920e-03 | 6.487010e-03 | 45.62 | 56 | 0.8147 | 8.375682e-01 | 50.0000 | 78.44 | -21.528000 | 56.912000 |  
GRB081121    |    335105    | -6.945850e-01 | -1.126060e+00 | -1.857980e-01 | 2.083870e+02 | 1.253370e+02 | 0.000000e+00 | 3.546240e-02 | 2.392620e-02 | 5.606070e-02 | 45.61 | 56 | 0.8145 | 8.379210e-01 | 50.0000 | 19.76 | -5.304000 | 14.456000 |  
GRB081118    |    334877    | -1.731450e+00 | -2.113340e+00 | -1.061630e+00 | 2.967990e+01 | 1.774540e+00 | 6.943790e+01 | 2.984660e-03 | 1.222710e-03 | 7.237810e-03 | 61.06 | 56 | 1.090 | 2.989902e-01 | 50.0000 | 69.95 | 9.884000 | 79.836000 |  
GRB081109A   |    334112    | -1.447550e+00 | -1.715110e+00 | -1.098180e+00 | 1.697060e+02 | 8.515590e+01 | 0.000000e+00 | 1.357050e-03 | 1.082920e-03 | 2.019910e-03 | 71.02 | 56 | 1.268 | 8.525306e-02 | 50.0000 | 380.5 | -80.752000 | 299.776000 |  
GRB081105A   |    333811    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB081104    |    333666    | -1.522360e+00 | -2.056600e+00 | -9.071570e-01 | 5.121830e+01 | 1.432070e+01 | 0.000000e+00 | 4.790310e-03 | 2.491800e-03 | 1.028340e-02 | 50.06 | 56 | 0.8938 | 6.982349e-01 | 50.0000 | 81 | -23.696000 | 57.304000 |  
GRB081102    |    333427    | -1.474760e+00 | -1.769880e+00 | -9.512280e-01 | 1.296940e+02 | 6.428800e+01 | 0.000000e+00 | 4.671270e-03 | 3.354790e-03 | 8.807280e-03 | 32.25 | 56 | 0.5758 | 9.954661e-01 | 50.0000 | 65.89 | -20.076000 | 45.812000 |  
GRB081101    |    333320    | 2.535560e-01 | -6.824070e-01 | 1.442760e+00 | 9.124070e+01 | 7.014100e+01 | 1.796150e+02 | 1.341340e-01 | 4.886120e-02 | 4.581850e-01 | 60.60 | 56 | 1.082 | 3.135248e-01 | 50.0000 | 0.22 | 0.000000 | 0.220000 |  
GRB081029    |    332931    | -1.100670e+00 | -1.558420e+00 | -3.087480e-01 | 1.496670e+02 | 0.000000e+00 | 0.000000e+00 | 1.031950e-03 | 6.247480e-04 | 2.512570e-03 | 66.72 | 56 | 1.191 | 1.547010e-01 | 50.0000 | 306.5 | -36.256000 | 270.244000 |  
GRB081028A   |    332851    | -1.404430e+00 | -1.721460e+00 | -1.061120e+00 | 7.524790e+01 | 5.814040e+01 | 2.178380e+02 | 1.820280e-03 | 1.253750e-03 | 2.737370e-03 | 38.80 | 56 | 0.6929 | 9.612124e-01 | 50.0000 | 367.7 | 29.344000 | 397.088000 |  
GRB081025    |  00035650186 | -9.217840e-01 | -1.062280e+00 | -6.539060e-01 | 5.537400e+02 | 2.191770e+02 | 0.000000e+00 | 7.773350e-03 | 6.784490e-03 | 9.928930e-03 | 43.31 | 56 | 0.7734 | 8.924478e-01 | 50.0000 | 25.17 | 0.000000 | 25.172000 |  
GRB081024A   |    332516    | -1.108170e+00 | -1.307990e+00 | -8.876050e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 6.336740e-03 | 0.000000e+00 | 1.077070e-02 | 81.62 | 56 | 1.457 | 1.434401e-02 | 50.0000 | 1.924 | -1.656000 | 0.268000 |  
GRB081022    |    332399    | -1.306480e+00 | -1.668120e+00 | -8.124740e-01 | 1.082950e+02 | 6.812870e+01 | 0.000000e+00 | 1.829670e-03 | 1.211750e-03 | 3.255560e-03 | 45.70 | 56 | 0.8161 | 8.354259e-01 | 50.0000 | 218.7 | -4.928000 | 213.820000 |  
GRB081017    |    331964    | -1.514300e+00 | -1.866530e+00 | -6.721540e-01 | 2.017120e+02 | 0.000000e+00 | 0.000000e+00 | 5.512920e-04 | 4.152170e-04 | 1.489880e-03 | 40.95 | 56 | 0.7312 | 9.344769e-01 | 50.0000 | 318.4 | 0.000000 | 320.000000 |  
GRB081016B   |    331856    | -7.083670e-01 | -1.093730e+00 | 3.592760e-01 | 9.593600e+02 | 0.000000e+00 | 0.000000e+00 | 3.360000e-03 | 2.566320e-03 | 0.000000e+00 | 44.62 | 56 | 0.7968 | 8.629888e-01 | 50.0000 | 2.976 | -0.020000 | 2.956000 |  
GRB081012    |    331475    | -4.121560e-01 | -1.098510e+00 | 4.736360e-01 | 1.706550e+02 | N/A | N/A | 5.391440e-03 | N/A | N/A | 58.05 | 56 | 1.037 | 3.995280e-01 | 50.0000 | 32.78 | -23.460000 | 9.320000 |  
GRB081011    |    331332    | -1.333500e+00 | -2.754730e+00 | -1.137200e-01 | 1.860750e+02 | 0.000000e+00 | 0.000000e+00 | 1.457940e-03 | 9.783730e-04 | 6.582650e-03 | 70.51 | 56 | 1.259 | 9.186007e-02 | 50.0000 | 18.24 | 0.848000 | 19.088000 |  
GRB081008    |    331093    | -1.348710e+00 | -1.622730e+00 | -1.054950e+00 | 1.181690e+02 | 8.093900e+01 | 2.024160e+03 | 2.388350e-03 | 1.764470e-03 | 3.322400e-03 | 46.33 | 56 | 0.8273 | 8.181732e-01 | 50.0000 | 261.8 | -65.888000 | 195.912000 |  
GRB081007    |    330856    | -1.520430e+00 | -2.181630e+00 | -4.187590e-01 | 2.012290e+01 | N/A | N/A | 1.774850e-02 | N/A | N/A | 37.36 | 56 | 0.6672 | 9.738823e-01 | 50.0000 | 15.49 | -8.672000 | 6.816000 |  
GRB080928    |    326115    | -1.725100e+00 | -2.202820e+00 | -1.494170e+00 | 9.999360e+03 | N/A | N/A | 9.863780e-04 | N/A | N/A | 56.62 | 56 | 1.011 | 4.517691e-01 | 50.0000 | 266.7 | 51.292000 | 318.940000 |  
GRB080919    |    325268    | -8.910950e-01 | -1.210100e+00 | -2.077920e-01 | 9.918900e+02 | 0.000000e+00 | 0.000000e+00 | 1.053870e-02 | 8.489970e-03 | 1.128160e-02 | 51.99 | 56 | 0.9284 | 6.274654e-01 | 50.0000 | 0.668 | 0.092000 | 0.760000 |  
GRB080916B   |    324907    | -8.604400e-01 | -1.673170e+00 | 4.340920e-01 | 9.613590e+01 | 5.745450e+01 | 0.000000e+00 | 3.426720e-03 | 1.550120e-03 | 1.595910e-02 | 46.21 | 56 | 0.8252 | 8.214278e-01 | 50.0000 | 38.33 | -2.592000 | 35.736000 |  
GRB080916A   |    324895    | -1.185880e+00 | -1.373980e+00 | -9.894550e-01 | 1.209570e+02 | 9.626850e+01 | 1.913880e+02 | 7.443620e-03 | 6.115550e-03 | 9.141080e-03 | 54.18 | 56 | 0.9676 | 5.439337e-01 | 50.0000 | 91.04 | -2.400000 | 88.640000 |  
GRB080915B   |    324805    | -1.438930e+00 | -1.750890e+00 | -1.100630e+00 | 4.833110e+01 | 4.073730e+01 | 6.046710e+01 | 3.395530e-02 | 2.325540e-02 | 5.149120e-02 | 63.50 | 56 | 1.134 | 2.290997e-01 | 50.0000 | 6.68 | -0.532000 | 6.148000 |  
GRB080915A   |    324744    | -1.288350e+00 | -1.884130e+00 | 1.119870e+00 | 1.030870e+02 | 0.000000e+00 | 0.000000e+00 | 1.561790e-03 | 5.644540e-04 | 4.513550e-02 | 52.50 | 56 | 0.9376 | 6.080142e-01 | 50.0000 | 29.39 | -2.672000 | 26.720000 |  
GRB080913    |    324561    | -3.893220e-01 | -1.035340e+00 | 3.720470e-01 | 1.114970e+02 | 8.156660e+01 | 3.044710e+02 | 1.587210e-02 | 8.180630e-03 | 3.416310e-02 | 39.66 | 56 | 0.7083 | 9.516805e-01 | 50.0000 | 8.328 | -3.772000 | 4.556000 |  
GRB080906    |    323984    | -1.391060e+00 | -1.560520e+00 | -1.065890e+00 | 2.434170e+02 | 0.000000e+00 | 0.000000e+00 | 2.078220e-03 | 1.728140e-03 | 2.991910e-03 | 43.32 | 56 | 0.7736 | 8.921391e-01 | 50.0000 | 214.6 | -104.996000 | 109.556000 |  
GRB080905B   |    323898    | -1.579160e+00 | -2.345620e+00 | -1.028280e+00 | 2.560970e+02 | 0.000000e+00 | 0.000000e+00 | 1.414420e-03 | 6.161230e-04 | 2.671650e-03 | 62.26 | 56 | 1.112 | 2.632095e-01 | 50.0000 | 150.4 | -0.728000 | 149.692000 |  
GRB080905A   |    323870    | -6.270660e-01 | -1.250200e+00 | 4.098980e-01 | 5.000170e+02 | 0.000000e+00 | 0.000000e+00 | 1.299320e-02 | 9.901610e-03 | 3.377170e-02 | 50.20 | 56 | 0.8964 | 6.930456e-01 | 50.0000 | 1.088 | 0.040000 | 1.128000 |  
GRB080903    |    323542    | -9.333360e-01 | -1.379880e+00 | -4.334760e-01 | 6.796400e+01 | 5.651530e+01 | 1.029730e+02 | 5.235370e-03 | 3.084170e-03 | 9.498690e-03 | 45.02 | 56 | 0.8040 | 8.531460e-01 | 50.0000 | 78.55 | -10.544000 | 68.008000 |  
GRB080822B   |    321376    | 1.997600e+00 | -7.085090e-01 | 7.664620e+00 | 3.096340e+01 | 2.343320e+01 | 3.776240e+01 | 2.200890e-01 | 0.000000e+00 | 1.437470e+03 | 62.34 | 56 | 1.113 | 2.608753e-01 | 50.0000 | 64 | 0.000000 | 64.000000 |  
GRB080810    |    319584    | -1.264810e+00 | -1.331370e+00 | -1.200680e+00 | 9.999350e+03 | 0.000000e+00 | 0.000000e+00 | 3.685240e-03 | 3.569430e-03 | 4.118610e-03 | 61.38 | 56 | 1.096 | 2.892792e-01 | 50.0000 | 127 | -20.496000 | 106.492000 |  
GRB080805    |    319036    | -1.486320e+00 | -1.597880e+00 | -1.291730e+00 | 9.128090e+02 | 0.000000e+00 | 0.000000e+00 | 2.096300e-03 | 1.948880e-03 | 2.547520e-03 | 57.00 | 56 | 1.018 | 4.376206e-01 | 50.0000 | 138 | -6.512000 | 131.472000 |  
GRB080804    |    319016    | -1.000200e+00 | -1.131690e+00 | -6.372670e-01 | 7.191730e+02 | 0.000000e+00 | 0.000000e+00 | 3.462360e-03 | 3.033470e-03 | 4.766110e-03 | 47.88 | 56 | 0.8551 | 7.714423e-01 | 50.0000 | 113.2 | -0.352000 | 112.856000 |  
GRB080802    |    318832    | -9.765170e-01 | -1.711010e+00 | -6.992580e-02 | 6.333880e+01 | 4.659520e+01 | 0.000000e+00 | 1.733670e-03 | 6.877270e-04 | 5.601440e-03 | 50.70 | 56 | 0.9053 | 6.751479e-01 | 50.0000 | 206.3 | -26.552000 | 179.720000 |  
GRB080727C   |    318170    | -8.643350e-01 | -1.052740e+00 | -6.671900e-01 | 1.789060e+02 | 1.350320e+02 | 3.084010e+02 | 6.850750e-03 | 5.671230e-03 | 8.343610e-03 | 57.75 | 56 | 1.031 | 4.104455e-01 | 50.0000 | 113.5 | -3.300000 | 110.248000 |  
GRB080727B   |    318101    | -8.641600e-01 | -1.027370e+00 | -6.942120e-01 | 3.857240e+02 | 2.306610e+02 | 2.604280e+03 | 3.665100e-02 | 3.380320e-02 | 4.283790e-02 | 40.91 | 56 | 0.7305 | 9.350410e-01 | 50.0000 | 9.74 | -0.236000 | 9.504000 |  
GRB080727A   |    318094    | -7.568220e-01 | -2.556660e+00 | 8.658340e-01 | 1.476500e+02 | 0.000000e+00 | 0.000000e+00 | 4.061280e-03 | N/A | N/A | 40.58 | 56 | 0.7246 | 9.398132e-01 | 50.0000 | 5.328 | -0.140000 | 5.188000 |  
GRB080725    |    317888    | -1.352630e+00 | -1.511720e+00 | -1.012610e+00 | 4.691630e+02 | 0.000000e+00 | 0.000000e+00 | 2.775360e-03 | 2.451980e-03 | 3.968950e-03 | 38.45 | 56 | 0.6865 | 9.646906e-01 | 50.0000 | 155.5 | -105.516000 | 50.024000 |  
GRB080723A   |    317662    | -1.431950e+00 | -1.911990e+00 | -4.358080e-01 | 8.554980e+01 | 4.527290e+01 | 0.000000e+00 | 2.845480e-03 | 0.000000e+00 | 1.072190e-02 | 78.44 | 56 | 1.401 | 2.557869e-02 | 50.0000 | 18.94 | -0.232000 | 18.708000 |  
GRB080721    |    317508    | -1.119710e+00 | -1.197690e+00 | -1.026210e+00 | 9.998140e+03 | 0.000000e+00 | 0.000000e+00 | 4.047050e-03 | 3.872060e-03 | 4.987180e-03 | 48.10 | 56 | 0.8590 | 7.644274e-01 | 50.0000 | 370.4 | -10.248000 | 360.136000 |  
GRB080714    |    316910    | -1.266080e+00 | -1.476630e+00 | -9.525550e-01 | 2.291580e+02 | 0.000000e+00 | 0.000000e+00 | 8.895000e-03 | 7.161260e-03 | 1.234750e-02 | 56.96 | 56 | 1.017 | 4.392302e-01 | 50.0000 | 36.02 | -3.812000 | 32.212000 |  
GRB080710    |    316534    | -1.450360e+00 | -1.675870e+00 | -8.613310e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 9.822170e-04 | 0.000000e+00 | 4.579560e-04 | 62.62 | 56 | 1.118 | 2.531911e-01 | 50.0000 | 162.8 | -96.216000 | 66.548000 |  
GRB080707    |    316204    | -1.701020e+00 | -1.871140e+00 | -1.530230e+00 | 9.999360e+03 | 1.000020e-02 | 0.000000e+00 | 2.043900e-03 | 8.249530e-04 | 3.635390e-03 | 47.67 | 56 | 0.8513 | 7.781662e-01 | 50.0000 | 33.09 | -1.824000 | 31.268000 |  
GRB080703    |    315819    | -4.158080e-01 | -1.415040e+00 | 9.882830e-01 | 7.151330e+01 | 5.107890e+01 | 5.010640e+02 | 1.994330e-02 | 0.000000e+00 | 1.177720e-01 | 58.89 | 56 | 1.052 | 3.703326e-01 | 50.0000 | 3.912 | -1.704000 | 2.208000 |  
GRB080702B   |  00315630003 | -1.234870e+00 | -1.505250e+00 | -4.282550e-01 | 4.106090e+02 | 0.000000e+00 | 0.000000e+00 | 3.207600e-03 | 1.918320e-03 | 7.644320e-03 | 51.08 | 56 | 0.9121 | 6.613478e-01 | 50.0000 | 18.29 | 0.000000 | 18.292000 |  
GRB080702A   |    315710    | -8.850520e-01 | -1.635970e+00 | 1.122390e+00 | 1.574910e+02 | 0.000000e+00 | 0.000000e+00 | 9.976740e-03 | 5.036010e-03 | 1.025490e-01 | 39.06 | 56 | 0.6976 | 9.584724e-01 | 50.0000 | 0.576 | -0.048000 | 0.528000 |  
GRB080701    |    315615    | -1.645590e+00 | -2.032350e+00 | -9.458240e-01 | 2.978020e+01 | N/A | N/A | 6.023300e-03 | N/A | N/A | 51.88 | 56 | 0.9264 | 6.314736e-01 | 50.0000 | 25.19 | -2.728000 | 22.460000 |  
GRB080623    |    315080    | -1.267300e+00 | -1.418160e+00 | -1.114940e+00 | 9.998760e+03 | 0.000000e+00 | 0.000000e+00 | 6.414840e-03 | 0.000000e+00 | 1.079710e-02 | 66.80 | 56 | 1.193 | 1.529744e-01 | 50.0000 | 16.64 | -0.672000 | 15.972000 |  
GRB080613B   |    313954    | -1.294780e+00 | -1.376570e+00 | -1.240900e+00 | 9.990530e+02 | 0.000000e+00 | 0.000000e+00 | 4.495000e-03 | 4.227270e-03 | 4.755690e-03 | 55.61 | 56 | 0.9931 | 4.894801e-01 | 50.0000 | 135.1 | -5.284000 | 129.836000 |  
GRB080607    |    313417    | -1.235050e+00 | -1.271210e+00 | -1.200580e+00 | 9.998640e+03 | 0.000000e+00 | 0.000000e+00 | 1.529100e-02 | 1.502450e-02 | 1.635960e-02 | 40.44 | 56 | 0.7221 | 9.417214e-01 | 50.0000 | 161.8 | -5.960000 | 155.840000 |  
GRB080605    |    313299    | -1.146060e+00 | -1.264760e+00 | -1.024200e+00 | 2.906970e+02 | 1.981140e+02 | 7.118740e+02 | 5.812640e-02 | 5.203590e-02 | 6.509580e-02 | 31.32 | 56 | 0.5592 | 9.969155e-01 | 50.0000 | 28.11 | -5.532000 | 22.576000 |  
GRB080604    |    313116    | -1.193730e+00 | -1.792990e+00 | -3.589110e-01 | 7.232720e+01 | 4.996410e+01 | 0.000000e+00 | 1.834590e-03 | 9.087170e-04 | 5.435900e-03 | 63.92 | 56 | 1.141 | 2.182364e-01 | 50.0000 | 86.87 | -28.264000 | 58.608000 |  
GRB080603B   |    313087    | -1.210470e+00 | -1.466650e+00 | -9.387100e-01 | 7.494130e+01 | 6.408450e+01 | 1.007230e+02 | 7.437160e-03 | 5.580920e-03 | 1.010320e-02 | 56.01 | 56 | 1.000 | 4.746309e-01 | 50.0000 | 68.37 | -0.116000 | 68.256000 |  
GRB080602    |    312958    | -8.444470e-01 | -1.320380e+00 | -2.874490e-01 | 1.494640e+02 | 9.472230e+01 | 0.000000e+00 | 6.393940e-03 | 3.955210e-03 | 1.121460e-02 | 56.12 | 56 | 1.002 | 4.705032e-01 | 50.0000 | 80.73 | -11.488000 | 69.244000 |  
GRB080524    |    312277    | -5.679290e-01 | -1.190970e+00 | 1.017830e+00 | 2.570850e+02 | 0.000000e+00 | 0.000000e+00 | 4.795290e-03 | 2.854210e-03 | 2.144080e-02 | 37.46 | 56 | 0.6689 | 9.731465e-01 | 50.0000 | 6.4 | 0.000000 | 6.400000 |  
GRB080523    |    312242    | -4.305410e-01 | -1.014600e+00 | 2.497130e-01 | 9.763020e+01 | 7.487210e+01 | 1.950110e+02 | 4.093820e-03 | 2.175220e-03 | 8.448900e-03 | 71.00 | 56 | 1.268 | 8.547481e-02 | 50.0000 | 48 | -15.112000 | 32.888000 |  
GRB080520    |    312047    | -1.898670e+00 | N/A | N/A | 2.642930e+00 | N/A | N/A | 8.409830e-03 | N/A | N/A | 55.34 | 56 | 0.9883 | 4.997171e-01 | 50.0000 | 3.636 | -0.312000 | 3.324000 |  
GRB080517    |    311874    | -8.169490e-01 | -1.704130e+00 | 9.176810e-01 | 9.456550e+01 | 5.337600e+01 | 0.000000e+00 | 1.823680e-03 | 6.996650e-04 | 1.340600e-02 | 53.67 | 56 | 0.9584 | 5.634678e-01 | 50.0000 | 69.15 | -0.764000 | 68.388000 |  
GRB080516    |    311762    | -1.557460e+00 | -2.257220e+00 | -3.697140e-01 | 7.656750e+01 | 2.124790e-01 | 0.000000e+00 | 6.779000e-03 | N/A | N/A | 58.93 | 56 | 1.052 | 3.687305e-01 | 50.0000 | 5.972 | 0.084000 | 6.056000 |  
GRB080515    |    311658    | -3.941270e-01 | -1.349550e+00 | 7.935850e-01 | 3.346510e+01 | 2.729470e+01 | 3.809920e+01 | 1.235250e-01 | 0.000000e+00 | 6.782060e-01 | 50.28 | 56 | 0.8979 | 6.901307e-01 | 50.0000 | 27.73 | -10.640000 | 17.088000 |  
GRB080506    |    311159    | -1.758380e+00 | -1.941800e+00 | -1.569770e+00 | 9.999360e+03 | 1.000010e-02 | 0.000000e+00 | 8.270570e-04 | 3.544560e-04 | 1.490970e-03 | 48.00 | 56 | 0.8571 | 7.677883e-01 | 50.0000 | 169.8 | 19.068000 | 188.820000 |  
GRB080503    |    310785    | -1.679430e+00 | -2.096570e+00 | -1.190970e+00 | 7.322210e+01 | 1.589570e+01 | 0.000000e+00 | 1.264390e-03 | 8.509440e-04 | 2.329120e-03 | 39.80 | 56 | 0.7106 | 9.500640e-01 | 50.0000 | 224 | -2.192000 | 221.808000 |  
GRB080430    |    310613    | -1.725940e+00 | -0.000000e+00 | -1.563570e+00 | 9.854160e+03 | N/A | N/A | 7.234210e-03 | N/A | N/A | 57.66 | 56 | 1.030 | 4.135332e-01 | 50.0000 | 17.66 | -0.300000 | 17.364000 |  
GRB080426    |    310219    | -1.747370e+00 | -2.143830e+00 | -1.292360e+00 | 6.979610e+01 | 1.883820e+01 | 0.000000e+00 | 2.241130e-02 | N/A | N/A | 49.41 | 56 | 0.8823 | 7.208191e-01 | 50.0000 | 2.236 | -0.148000 | 2.088000 |  
GRB080413B   |    309111    | -1.230480e+00 | -1.471870e+00 | -9.753210e-01 | 7.764990e+01 | 6.683620e+01 | 1.020510e+02 | 5.373660e-02 | 4.129520e-02 | 7.107000e-02 | 46.76 | 56 | 0.8351 | 8.056769e-01 | 50.0000 | 12 | -1.264000 | 10.736000 |  
GRB080413A   |    309096    | -1.425630e+00 | -1.575270e+00 | -1.214240e+00 | 2.910920e+02 | 0.000000e+00 | 0.000000e+00 | 8.284960e-03 | 7.252800e-03 | 1.036590e-02 | 74.63 | 56 | 1.333 | 4.873905e-02 | 50.0000 | 50.42 | -0.080000 | 50.336000 |  
GRB080411    |    309010    | -1.663760e+00 | -1.706660e+00 | -1.658010e+00 | 9.982380e+02 | 1.000140e-02 | 0.000000e+00 | 3.755010e-02 | 3.642900e-02 | 3.729950e-02 | 31.70 | 56 | 0.5661 | 9.963746e-01 | 50.0000 | 77.55 | -0.272000 | 77.276000 |  
GRB080409    |    308812    | -6.910850e-01 | -1.590750e+00 | 4.288410e-01 | 4.033470e+01 | 3.124620e+01 | 4.993140e+01 | 1.715370e-02 | 0.000000e+00 | 7.691320e-02 | 53.01 | 56 | 0.9466 | 5.886812e-01 | 50.0000 | 23.51 | -13.100000 | 10.412000 |  
GRB080405    |    308549    | -1.250620e+00 | -1.347200e+00 | -9.524410e-01 | 9.999150e+03 | 0.000000e+00 | 0.000000e+00 | 1.436220e-02 | 1.361100e-02 | 1.511340e-02 | 56.06 | 56 | 1.001 | 4.724837e-01 | 50.0000 | 9.471 | 0.000000 | 9.470700 |  
GRB080330    |    308041    | -1.980970e+00 | -1.998250e+00 | -8.539500e-01 | 9.990220e-01 | 3.842470e-01 | 2.291250e+01 | 1.195250e-03 | 7.885490e-04 | 1.995720e-03 | 52.99 | 56 | 0.9462 | 5.895831e-01 | 50.0000 | 62.67 | -0.548000 | 62.120000 |  
GRB080328    |    307931    | -1.370990e+00 | -1.472570e+00 | -1.296890e+00 | 9.793310e+02 | 0.000000e+00 | 0.000000e+00 | 8.332550e-03 | 7.880980e-03 | 8.693790e-03 | 56.67 | 56 | 1.012 | 4.497609e-01 | 50.0000 | 122.9 | -2.244000 | 120.620000 |  
